0000000000006B,11,2,2
0000000000006C,12,2,0
0000000000006D,12,2,0
0000000000006E,12,2,0
0000000000006F,12,2,1
00000000000070,12,2,1
00000000000071,12,2,1
00000000000072,12,2,2
00000000000073,12,2,2
00000000000074,12,2,2
00000000000075,6,3,0
00000000000076,6,3,0
00000000000077,6,3,0
00000000000078,6,3,1
00000000000079,6,3,1
0000000000007A,6,3,1
0000000000007B,6,3,2
0000000000007C,6,3,2
0000000000007D,6,3,2
0000000000007E,14,3,0
0000000000007F,14,3,0
00000000000080,14,3,0
00000000000081,14,3,1
00000000000082,14,3,1
00000000000083,14,3,1
00000000000084,14,3,2
00000000000085,14,3,2
00000000000086,14,3,2
00000000000087,16,3,0
00000000000088,16,3,0
00000000000089,16,3,0
0000000000008A,16,3,1
0000000000008B,16,3,1
0000000000008C,16,3,1
0000000000008D,16,3,2
0000000000008E,16,3,2
0000000000008F,16,3,2
00000000000090,17,3,0
00000000000091,17,3,0
00000000000092,17,3,0
00000000000093,17,3,1
00000000000094,17,3,1
00000000000095,17,3,1
00000000000096,17,3,2
00000000000097,17,3,2
00000000000098,17,3,2
00000000000099,19,4,0
0000000000009A,19,4,0
0000000000009B,19,4,0
0000000000009C,19,4,1
0000000000009D,19,4,1
0000000000009E,19,4,1
0000000000009F,19,4,2
000000000000A0,19,4,2
000000000000A1,19,4,2
000000000000A2,21,4,0
000000000000A3,21,4,0
000000000000A4,21,4,0
000000000000A5,21,4,1
000000000000A6,21,4,1
000000000000A7,21,4,1
000000000000A8,21,4,2
000000000000A9,21,4,2
000000000000AA,21,4,2
000000000000AB,22,4,0
000000000000AC,22,4,0
000000000000AD,22,4,0
000000000000AE,22,4,1
000000000000AF,22,4,1
000000000000B0,22,4,1
000000000000B1,22,4,2
000000000000B2,22,4,2
000000000000B3,22,4,2
000000000000B4,23,4,0
000000000000B5,23,4,0
000000000000B6,23,4,0
000000000000B7,23,4,1
000000000000B8,23,4,1
000000000000B9,23,4,1
000000000000BA,23,4,2
000000000000BB,23,4,2
000000000000BC,23,4,2
000000000000BD,24,5,0
000000000000BE,24,5,0
000000000000BF,24,5,0
000000000000C0,24,5,1
000000000000C1,24,5,1
000000000000C2,24,5,1
000000000000C3,24,5,2
000000000000C4,24,5,2
000000000000C5,24,5,2
000000000000C6,26,5,0
000000000000C7,26,5,0
000000000000C8,26,5,0
000000000000C9,26,5,1
000000000000CA,26,5,1
000000000000CB,26,5,1
000000000000CC,26,5,2
000000000000CD,26,5,2
000000000000CE,26,5,2
000000000000CF,27,5,0
000000000000D0,27,5,0
000000000000D1,27,5,0
000000000000D2,27,5,1
000000000000D3,27,5,1
000000000000D4,27,5,1
000000000000D5,27,5,2
000000000000D6,27,5,2
000000000000D7,27,5,2
000000000000D8,28,5,0
000000000000D9,28,5,0
000000000000DA,28,5,0
000000000000DB,28,5,1
000000000000DC,28,5,1
000000000000DD,28,5,1
000000000000DE,28,5,2
000000000000DF,28,5,2
000000000000E0,28,5,2
000000000000E1,30,6,0
000000000000E2,30,6,0
000000000000E3,30,6,0
000000000000E4,30,6,1
000000000000E5,30,6,1
000000000000E6,30,6,1
000000000000E7,30,6,2
000000000000E8,30,6,2
000000000000E9,30,6,2
000000000000EA,31,6,0
000000000000EB,31,6,0
000000000000EC,31,6,0
000000000000ED,31,6,1
000000000000EE,31,6,1
000000000000EF,31,6,1
000000000000F0,31,6,2
000000000000F1,31,6,2
000000000000F2,31,6,2
000000000000F3,32,6,0
000000000000F4,32,6,0
000000000000F5,32,6,0
000000000000F6,32,6,1
000000000000F7,32,6,1
000000000000F8,32,6,1
000000000000F9,32,6,2
000000000000FA,32,6,2
000000000000FB,32,6,2
000000000000FC,34,6,0
000000000000FD,34,6,0
000000000000FE,34,6,0
000000000000FF,34,6,1
00000000000100,34,6,1
00000000000101,34,6,1
00000000000102,34,6,2
00000000000103,34,6,2
00000000000104,34,6,2
00000000000105,35,7,0
00000000000106,35,7,0
00000000000107,35,7,0
00000000000108,35,7,1
00000000000109,35,7,1
0000000000010A,35,7,1
0000000000010B,35,7,2
0000000000010C,35,7,2
0000000000010D,35,7,2
0000000000010E,36,7,0
0000000000010F,36,7,0
00000000000110,36,7,0
00000000000111,36,7,1
00000000000112,36,7,1
00000000000113,36,7,1
00000000000114,36,7,2
00000000000115,36,7,2
00000000000116,36,7,2
00000000000117,37,7,0
00000000000118,37,7,0
00000000000119,37,7,0
0000000000011A,37,7,1
0000000000011B,37,7,1
0000000000011C,37,7,1
0000000000011D,37,7,2
0000000000011E,37,7,2
0000000000011F,37,7,2
00000000000120,38,7,0
00000000000121,38,7,0
00000000000122,38,7,0
00000000000123,38,7,1
00000000000124,38,7,1
00000000000125,38,7,1
00000000000126,38,7,2
00000000000127,38,7,2
00000000000128,38,7,2
00000000000129,39,7,0
0000000000012A,39,7,0
0000000000012B,39,7,0
0000000000012C,39,7,1
0000000000012D,39,7,1
0000000000012E,39,7,1
0000000000012F,39,7,2
00000000000130,39,7,2
00000000000131,39,7,2
00000000000132,4001,8,0
00000000000133,4001,8,0
00000000000134,4001,8,0
00000000000135,4001,8,1
00000000000136,4001,8,1
00000000000137,4001,8,1
00000000000138,4001,8,2
00000000000139,4001,8,2
0000000000013A,4001,8,2
0000000000013B,4002,8,0
0000000000013C,4002,8,0
0000000000013D,4002,8,0
0000000000013E,4002,8,1
0000000000013F,4002,8,1
00000000000140,4002,8,1
00000000000141,4002,8,2
00000000000142,4002,8,2
00000000000143,4002,8,2
00000000000144,4003,8,0
00000000000145,4003,8,0
00000000000146,4003,8,0
00000000000147,4003,8,1
00000000000148,4003,8,1
00000000000149,4003,8,1
0000000000014A,4003,8,2
0000000000014B,4003,8,2
0000000000014C,4003,8,2
0000000000014D,4004,8,0
0000000000014E,4004,8,0
0000000000014F,4004,8,0
00000000000150,4004,8,1
00000000000151,4004,8,1
00000000000152,4004,8,1
00000000000153,4004,8,2
00000000000154,4004,8,2
00000000000155,4004,8,2
00000000000156,4005,8,0
00000000000157,4005,8,0
00000000000158,4005,8,0
00000000000159,4005,8,1
0000000000015A,4005,8,1
0000000000015B,4005,8,1
0000000000015C,4005,8,2
0000000000015D,4005,8,2
0000000000015E,4005,8,2
0000000000015F,4007,9,0
00000000000160,4007,9,0
00000000000161,4007,9,0
00000000000162,4007,9,1
00000000000163,4007,9,1
00000000000164,4007,9,1
00000000000165,4007,9,2
00000000000166,4007,9,2
00000000000167,4007,9,2
00000000000168,4011,9,0
00000000000169,4011,9,0
0000000000016A,4011,9,0
0000000000016B,4011,9,1
0000000000016C,4011,9,1
0000000000016D,4011,9,1
0000000000016E,4011,9,2
0000000000016F,4011,9,2
00000000000170,4011,9,2
00000000000171,4009,9,0
00000000000172,4009,9,0
00000000000173,4009,9,0
00000000000174,4009,9,1
00000000000175,4009,9,1
00000000000176,4009,9,1
00000000000177,4009,9,2
00000000000178,4009,9,2
00000000000179,4009,9,2
0000000000017A,4010,9,0
0000000000017B,4010,9,0
0000000000017C,4010,9,0
0000000000017D,4010,9,1
0000000000017E,4010,9,1
0000000000017F,4010,9,1
00000000000180,4010,9,2
00000000000181,4010,9,2
00000000000182,4010,9,2
00000000000183,4012,9,0
00000000000184,4012,9,0
00000000000185,4012,9,0
00000000000186,4012,9,1
00000000000187,4012,9,1
00000000000188,4012,9,1
00000000000189,4012,9,2
0000000000018A,4012,9,2
0000000000018B,4012,9,2
0000000000018C,4013,10,0
0000000000018D,4013,10,0
0000000000018E,4013,10,0
0000000000018F,4013,10,1
00000000000190,4013,10,1
00000000000191,4013,10,1
00000000000192,4013,10,2
00000000000193,4013,10,2
00000000000194,4013,10,2
00000000000195,4014,10,0
00000000000196,4014,10,0
00000000000197,4014,10,0
00000000000198,4014,10,1
00000000000199,4014,10,1
0000000000019A,4014,10,1
0000000000019B,4014,10,2
0000000000019C,4014,10,2
0000000000019D,4014,10,2
0000000000019E,4015,10,0
0000000000019F,4015,10,0
000000000001A0,4015,10,0
000000000001A1,4015,10,1
000000000001A2,4015,10,1
000000000001A3,4015,10,1
000000000001A4,4015,10,2
000000000001A5,4015,10,2
000000000001A6,4015,10,2
000000000001A7,4016,10,0
000000000001A8,4016,10,0
000000000001A9,4016,10,0
000000000001AA,4016,10,1
000000000001AB,4016,10,1
000000000001AC,4016,10,1
000000000001AD,4016,10,2
000000000001AE,4016,10,2
000000000001AF,4016,10,2
000000000001B0,4017,10,0
000000000001B1,4017,10,0
000000000001B2,4017,10,0
000000000001B3,4017,10,1
000000000001B4,4017,10,1
000000000001B5,4017,10,1
000000000001B6,4017,10,2
000000000001B7,4017,10,2
000000000001B8,4017,10,2
000000000001B9,3001,11,0
000000000001BA,3001,11,0
000000000001BB,3001,11,0
000000000001BC,3001,11,1
000000000001BD,3001,11,1
000000000001BE,3001,11,1
000000000001BF,3001,11,2
000000000001C0,3001,11,2
000000000001C1,3001,11,2
000000000001C2,3002,11,0
000000000001C3,3002,11,0
000000000001C4,3002,11,0
000000000001C5,3002,11,1
000000000001C6,3002,11,1
000000000001C7,3002,11,1
000000000001C8,3002,11,2
000000000001C9,3002,11,2
000000000001CA,3002,11,2
000000000001CB,3003,11,0
000000000001CC,3003,11,0
000000000001CD,3003,11,0
000000000001CE,3003,11,1
000000000001CF,3003,11,1
000000000001D0,3003,11,1
000000000001D1,3003,11,2
000000000001D2,3003,11,2
000000000001D3,3003,11,2
000000000001D4,3004,12,0
000000000001D5,3004,12,0
000000000001D6,3004,12,0
000000000001D7,3004,12,1
000000000001D8,3004,12,1
000000000001D9,3004,12,1
000000000001DA,3004,12,2
000000000001DB,3004,12,2
000000000001DC,3004,12,2
000000000001DD,3005,12,0
000000000001DE,3005,12,0
000000000001DF,3005,12,0
000000000001E0,3005,12,1
000000000001E1,3005,12,1
000000000001E2,3005,12,1
000000000001E3,3005,12,2
000000000001E4,3005,12,2
000000000001E5,3005,12,2
000000000001E6,3006,12,0
000000000001E7,3006,12,0
000000000001E8,3006,12,0
000000000001E9,3006,12,1
000000000001EA,3006,12,1
000000000001EB,3006,12,1
000000000001EC,3006,12,2
000000000001ED,3006,12,2
000000000001EE,3006,12,2
000000000001EF,3007,13,0
000000000001F0,3007,13,0
000000000001F1,3007,13,0
000000000001F2,3007,13,1
000000000001F3,3007,13,1
000000000001F4,3007,13,1
000000000001F5,3007,13,2
000000000001F6,3007,13,2
000000000001F7,3007,13,2
000000000001F8,3008,13,0
000000000001F9,3008,13,0
000000000001FA,3008,13,0
000000000001FB,3008,13,1
000000000001FC,3008,13,1
000000000001FD,3008,13,1
000000000001FE,3008,13,2
000000000001FF,3008,13,2
00000000000200,3008,13,2
00000000000201,3009,13,0
00000000000202,3009,13,0
00000000000203,3009,13,0
00000000000204,3009,13,1
00000000000205,3009,13,1
00000000000206,3009,13,1
00000000000207,3009,13,2
00000000000208,3009,13,2
00000000000209,3009,13,2
0000000000020A,6001,14,0
0000000000020B,6001,14,0
0000000000020C,6001,14,0
0000000000020D,6001,14,1
0000000000020E,6001,14,1
0000000000020F,6001,14,1
00000000000210,6001,14,2
00000000000211,6001,14,2
00000000000212,6001,14,2
00000000000213,6002,14,0
00000000000214,6002,14,0
00000000000215,6002,14,0
00000000000216,6002,14,1
00000000000217,6002,14,1
00000000000218,6002,14,1
00000000000219,6002,14,2
0000000000021A,6002,14,2
0000000000021B,6002,14,2
0000000000021C,6003,14,0
0000000000021D,6003,14,0
0000000000021E,6003,14,0
0000000000021F,6003,14,1
00000000000220,6003,14,1
00000000000221,6003,14,1
00000000000222,6003,14,2
00000000000223,6003,14,2
00000000000224,6003,14,2
00000000000225,6004,14,0
00000000000226,6004,14,0
00000000000227,6004,14,0
00000000000228,6004,14,1
00000000000229,6004,14,1
0000000000022A,6004,14,1
0000000000022B,6004,14,2
0000000000022C,6004,14,2
0000000000022D,6004,14,2
0000000000022E,6005,14,0
0000000000022F,6005,14,0
00000000000230,6005,14,0
00000000000231,6005,14,1
00000000000232,6005,14,1
00000000000233,6005,14,1
00000000000234,6005,14,2
00000000000235,6005,14,2
00000000000236,6005,14,2
